Date,Price,Close,High,Low,Open,Volume
2025-05-21,3066.06689453125,3107.037779591259,3023.8065643019713,3038.587713565781,1395136
2025-05-22,2982.33984375,3065.174348925289,2956.7454212568737,3052.0796013365434,3870830
2025-05-23,2988.688720703125,3006.6445605098133,2960.4158658153005,2995.9305881133573,1828093
2025-05-26,3055.650634765625,3076.284906375374,3003.5690618585927,3013.787018886935,2164190
2025-05-27,3015.57275390625,3060.4124601508584,2990.573647079151,3055.6506678516926,2599143
2025-05-28,2973.907470703125,3020.5328789513123,2969.1456784430707,3015.4734292634766,1491995
2025-05-29,2985.01806640625,3004.759365181861,2963.391765442311,2975.097767082866,2093429
2025-05-30,2953.074951171875,2993.351223837699,2933.432708741338,2981.0501487209067,3700191
2025-06-02,3001.783447265625,3014.283122006738,2938.6904852731127,2953.0749201156655,2967741
2025-06-03,3022.21923828125,3040.3734347788195,3002.8746542843737,3017.7551035127403,3204094
2025-06-04,3029.064208984375,3062.39651280439,3015.870404158985,3020.8305540015576,1584653
2025-06-05,3017.3583984375,3070.332700988586,2970.931348251763,3053.468191807066,3504632
2025-06-06,3081.740966796875,3088.089861448809,3002.8745876369358,3017.358321442344,2028071
2025-06-09,3062.793212890625,3115.966115820114,3053.4682281102546,3105.0537862199794,1364639
2025-06-10,3043.052001953125,3082.137886779174,3035.413419449941,3077.277036693918,1787253
2025-06-11,3056.146728515625,3099.10167533552,3051.4842360217863,3060.4125058931113,1749787
2025-06-12,2995.13671875,3069.340606015715,2983.034002032726,3063.388426430681,2278398
2025-06-13,2982.0419921875,2994.44236640651,2908.631776810961,2908.631776810961,2003184
2025-06-16,2999.501953125,3020.731297880782,2964.2848887326295,2977.0819786339007,1673726
2025-06-17,2983.232421875,3018.747142579605,2970.1376749534465,3018.747142579605,1455355
2025-06-18,3016.8623046875,3050.3927224287986,2962.7966737231704,2976.0897778529916,2161043
2025-06-19,3070.13427734375,3082.13769418589,3010.0171666776564,3013.78692885251,2482920
2025-06-20,3159.02001953125,3177.4718731499124,3065.67014821891,3075.292790123237,8315834
2025-06-23,3110.013916015625,3159.0200990264307,3097.8118991023425,3138.386069671237,1731432
